name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,employees,website_url,linkedin_company_url,careers_url,recommended_functions,rationale,source,source_url,source_profile_url,awesomefintech_categories,awesomefintech_rank,data_sources
FLINQER,FinTech,AI,Tier 2,7,Europe,Netherlands,The Hague,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=FLINQER,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Flinqer is a network of companies that tune their cash management, enabling cash to stay within the supply chain and benefit stakeholders.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/flinqer,,,FinTech Weekly directory
FRIENDSURANCE,FinTech,AI,Tier 2,7,Europe,Germany,Berlin,21 to 50,,https://www.linkedin.com/search/results/companies/?keywords=FRIENDSURANCE,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Friendsurance is a P2P insurance platform that rewards small groups of users with a cashback bonus each year if their group remains claimless.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/friendsurance,,,FinTech Weekly directory
FUNDIBLE,FinTech,AI,Tier 2,7,Europe,UK,Cardif,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=FUNDIBLE,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Fundible is a technology business that is bringing crowd-funding to e-commerce in retail and travel sectors.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fundible,,,FinTech Weekly directory
Fly Money Technologies,FinTech,AI,Tier 2,7,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Fly+Money+Technologies,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Fly Money Technologies offers a new revenue channel to airlines and OTAs by enabling them to exchange currency for travelers. A licensed money services business (MSB), Fly Money works according to the strict regulatory requirements in every jurisdiction it operates in. The company’s plug-and-play solution integrates with travel partners’ websites, allowing travelers to choose from 30 different currencies and conveniently collect their money at the airport. Fly Money works with global currency exchange providers that have a physical presence at airports, enabling travelers to choose between picking up their money at departure or arrival.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fly-money-technologies,,,FinTech Weekly directory
GAIN Fitness,FinTech,AI,Tier 2,7,Global,US,San Francisco,11-50,,https://www.linkedin.com/search/results/companies/?keywords=GAIN+Fitness,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Mobile + In-Person Personal Training,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/gain-fitness,,,FinTech Weekly directory
Headstart,FinTech,AI,Tier 2,7,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Headstart,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Headstart is a crowdfunding platform for creative projects and entrepreneurs. With Headstart, a creator can easily design the project's campaign and invite friends and acquaintances, through electronic and social media, to support the project. When the funding goal is reached the backers' money is transferred to the creator who commits to provide the pre-determined project-related rewards.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/headstart,,,FinTech Weekly directory
HedgeWiz,FinTech,AI,Tier 2,7,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=HedgeWiz,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","HedgeWiz provides financial stability to global businesses by providing a platform for currency risk management. The company partners with financial business leaders to help them grow cross border, without foreign currency disruption. The industry's financial leaders trust HedgeWiz to manage currency risk so they can focus on their business. the technology is both robust and intuitive. HedgeWiz's support team is available to ensure your organization is aware of, and neutralizes, its forex currency exposures.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/hedgewiz,,,FinTech Weekly directory
Hermetic,FinTech,AI,Tier 2,7,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Hermetic,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Hermetic ensures that valuable assets are easily accessible to their owners yet remain out of the reach of the most sophisticated hackers. Its 0K-Vault (zero knowledge) technology offers secure credential storage on any device. The company’s Turnkey Mobile converts mobile apps’ password-based log-in to one-step log-in. It performs the change without integrating legacy authentication systems or adding sensitive credentials databases, and it entails no compromises in security. Sensitive user credentials are kept on the device, easily accessible to their owners with just a four-digit PIN, pattern, fingerprint, or a combination, while remaining secure from brute force attacks, cloning, server hacking, and physical access attacks.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/hermetic,,,FinTech Weekly directory
Hippo Insurance,FinTech,AI,Tier 2,7,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Hippo+Insurance,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #29, AI #8. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,,Top 200; AI,Top 200 #29; AI #8,AwesomeFinTech public directory
Hyperscience,FinTech,AI,Tier 2,7,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Hyperscience,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #40. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,,AI,AI #40,AwesomeFinTech public directory
INSART,FinTech,AI,Tier 2,7,North America,USA,New York,68,,https://www.linkedin.com/search/results/companies/?keywords=INSART,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","INSART is a software development partner for Fintech & financial companies. We help our clients build great Fintech products. We believe in well-structured teams, processes & architecture to deliver exceptional results. Business domain knowledge in various aspects of finance plays a crucial role in success of every Fintech product. That’s why we established Financial Literacy Training Program for our our team members at INSART. Gained knowledge allows them to improve their own financial health, as well as apply it while building financial services for our clients. We also support community educational projects in personal finance. We try our best to build our team culture around what we believe INSART stands for: Fintech Engineering for Financial Wellness.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/insart,,,FinTech Weekly directory
INVESTORUM,FinTech,AI,Tier 2,7,Europe,Germany,Berlin,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=INVESTORUM,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Inventorum offers a software that enables small retailers to manage their offline and online businesses by supporting daily processes such as point-of-sale and inventory management.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/investorum,,,FinTech Weekly directory
Ice Kredit,FinTech,AI,Tier 2,7,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Ice+Kredit,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #47. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,,AI,AI #47,AwesomeFinTech public directory
Intelisync,FinTech,AI,Tier 2,7,APAC,India,Dubai,1-250,,https://www.linkedin.com/search/results/companies/?keywords=Intelisync,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Intelisync is a forward-thinking blockchain and Web3 development company that delivers secure, scalable, and innovative digital solutions. It specializes in decentralized applications (dApps), DeFi platforms, tokenization, smart contracts, and AI-driven technologies. Alongside development, Intelisync provides Web3 marketing and growth strategies, helping startups and enterprises build, launch, and scale in the decentralized digital ecosystem.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/intelisync,,,FinTech Weekly directory
KNCMINER,FinTech,AI,Tier 2,7,Europe,Sweden,Stockholm,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=KNCMINER,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",KnCMiner is a bitcoin mining hardware manufacturer which produces cutting-edge ASIC miners.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/kncminer,,,FinTech Weekly directory
Kin Insurance,FinTech,AI,Tier 2,7,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Kin+Insurance,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #44. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,,AI,AI #44,AwesomeFinTech public directory
Knowledge Practices International,FinTech,AI,Tier 2,7,North America,Canada,Toronto,1-49,,https://www.linkedin.com/search/results/companies/?keywords=Knowledge+Practices+International,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Classroom training in Fintech,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/knowledge-practices-international,,,FinTech Weekly directory
Kueski,FinTech,AI,Tier 2,7,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Kueski,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,,AI,AI #45,AwesomeFinTech public directory
